,ordernumber,orderdate,customer names,product name,channel,order quantity,unit price,line total,total unit cost,state_code,county,state,region,latitude,longitude,2017 budgets
60489,SO - 0004880,2017-12-05,Browsebug Company,Product 16,Distributor,7,2318.2000000000003,16227.400000000001,1460.4660000000001,CA,Los Angeles County,California,West,33.97918,-118.03284,2062061.144
60490,SO - 0006902,2017-12-05,Mydeo Ltd,Product 16,Wholesale,5,1005.0,5025.0,592.9499999999999,CA,Contra Costa County,California,West,37.77993,-121.97802,2062061.144
60491,SO - 0006968,2017-12-05,Buzzshare Company,Product 5,Distributor,8,3999.9,31999.2,3319.917,CO,Douglas County,Colorado,West,39.55388,-104.96943,3925424.5420000004
60492,SO - 0010041,2017-12-05,Skidoo Company,Product 5,Distributor,11,850.9,9359.9,714.756,TX,Smith County,Texas,South,32.35126,-95.30106,3925424.5420000004
60493,SO - 0010075,2017-12-05,Tagfeed Ltd,Product 14,Wholesale,6,2633.1,15798.599999999999,1079.571,CT,New Haven County,Connecticut,Northeast,41.53815,-72.80704,4028698.4090000005
60494,SO - 000108,2017-12-05,Tagfeed Ltd,Product 10,Distributor,10,1815.7,18157.0,1525.1879999999999,CT,Hartford County,Connecticut,Northeast,41.76593,-72.68158,864331.624
60495,SO - 000901,2017-12-05,Kare Corp,Product 6,Distributor,8,1118.9,8951.2,469.93800000000005,NJ,Hudson County,New Jersey,Northeast,40.77955,-74.02375,1672229.416
60496,SO - 000954,2017-12-05,Zooveo Company,Product 29,Wholesale,5,1809.0,9045.0,1465.2900000000002,NC,Davidson County/Randolph County/Forsyth County/Guilford County,North Carolina,South,35.98998,-79.99047,594471.5700000001
60497,SO - 0002176,2017-12-05,Fivechat Company,Product 13,Distributor,9,2485.7000000000003,22371.300000000003,1242.8500000000001,NY,Broome County,New York,Northeast,42.12662,-76.03324,3720639.645
60498,SO - 0003505,2017-12-05,BTA Corp,Product 4,Export,7,1132.3,7926.099999999999,962.4549999999999,NY,Nassau County,New York,Northeast,40.80336,-73.6784,2885560.824
60499,SO - 0004465,2017-12-05,Aibox Company,Product 5,Distributor,8,1038.5,8308.0,799.645,FL,Osceola County,Florida,South,28.29196,-81.40757,3925424.5420000004
60500,SO - 0006550,2017-12-05,Pixoboo Corp,Product 15,Wholesale,5,2365.1,11825.5,1702.8719999999998,PA,Lehigh County/Northampton County,Pennsylvania,Northeast,40.62642,-75.3679,3299478.315
60501,SO - 0007292,2017-12-05,Cadila Ltd,Product 1,Wholesale,7,1112.2,7785.400000000001,778.54,NM,Bernalillo County,New Mexico,West,35.08449,-106.65114,3016489.209
60502,SO - 0007983,2017-12-05,Pixoboo Corp,Product 6,Wholesale,5,1065.3,5326.5,617.8739999999999,TX,Denton County/Dallas County,Texas,South,33.04655,-96.98183,1672229.416
60503,SO - 0009829,2017-12-05,The Ltd,Product 10,Wholesale,5,3926.2000000000003,19631.0,3062.436,CA,Sutter County,California,West,39.14045,-121.61691,864331.624
60504,SO - 0008707,2017-12-05,Aibox Company,Product 14,Wholesale,5,2378.5,11892.5,1974.155,GA,DeKalb County/Fulton County,Georgia,South,33.76291,-84.42267,4028698.4090000005
60505,SO - 0001342,2017-12-06,Voolith Ltd,Product 17,Distributor,9,5380.1,48420.9,4304.080000000001,MA,Middlesex County,Massachusetts,Northeast,42.4251,-71.06616,2119616.824
60506,SO - 0004026,2017-12-06,Vimbo Company,Product 30,Distributor,8,1105.5,8844.0,807.015,GA,Clarke County,Georgia,South,33.95219,-83.36715,1011609.684
60507,SO - 0007490,2017-12-06,Buzzshare Company,Product 14,Wholesale,8,3999.9,31999.2,2919.927,CA,Tulare County,California,West,36.20773,-119.34734,4028698.4090000005
60508,SO - 0007498,2017-12-06,Johnson Ltd,Product 4,Distributor,9,1045.2,9406.800000000001,836.1600000000001,MD,Montgomery County,Maryland,South,38.99067,-77.02609,2885560.824
60509,SO - 0007874,2017-12-06,Jaxbean Group,Product 12,Wholesale,8,1795.6000000000001,14364.800000000001,718.2400000000001,MN,Hennepin County,Minnesota,Midwest,45.01052,-93.45551,1356976.996
60510,SO - 0001406,2017-12-06,Browsebug Company,Product 21,Wholesale,11,1206.0,13266.0,916.5600000000001,CA,Marin County,California,West,38.10742,-122.5697,959899.2180000001
60511,SO - 0001794,2017-12-06,Terumo Corp,Product 18,Wholesale,6,1855.9,11135.400000000001,1354.807,CA,San Bernardino County,California,West,33.9938,-117.75888,2309499.045
60512,SO - 0002691,2017-12-06,Linklinks Ltd,Product 24,Distributor,7,1031.8,7222.599999999999,588.126,MO,Jackson County,Missouri,Midwest,39.01695,-94.28161,756557.97
60513,SO - 0005458,2017-12-06,Fivechat Company,Product 1,Wholesale,9,3504.1,31536.899999999998,2943.444,RI,Providence County,Rhode Island,Northeast,41.82399,-71.41283,3016489.209
60514,SO - 0004021,2017-12-06,Trunyx Ltd,Product 26,Distributor,5,1078.7,5393.5,614.8589999999999,MO,Cass County/Jackson County,Missouri,Midwest,38.9216,-94.38476,5685138.2700000005
60515,SO - 0005963,2017-12-06,CLINIQUE Ltd,Product 9,Distributor,10,174.20000000000002,1742.0000000000002,130.65,IL,Cook County,Illinois,Midwest,41.93807,-87.8685,710415.405
60516,SO - 0006077,2017-12-06,Buzzshare Company,Product 25,Distributor,11,5038.400000000001,55422.40000000001,3778.8,CA,Santa Clara County,California,West,37.35411,-121.95524,5342315.484
60517,SO - 0006170,2017-12-06,Wordware Company,Product 26,Wholesale,5,938.0,4690.0,684.74,IN,Howard County,Indiana,Midwest,40.48643,-86.1336,5685138.2700000005
60518,SO - 0007023,2017-12-06,Skippad Ltd,Product 5,Distributor,12,1118.9,13426.800000000001,626.5840000000001,WA,King County,Washington,West,47.67399,-122.12151,3925424.5420000004
60519,SO - 0008125,2017-12-06,ALK-Abello Ltd,Product 14,Distributor,10,3731.9,37319.0,2948.201,NY,Onondaga County,New York,Northeast,43.04812,-76.14742,4028698.4090000005
60520,SO - 000394,2017-12-06,Unit Ltd,Product 9,Distributor,6,1139.0,6834.0,933.9799999999999,IA,Madison County/Warren County/Dallas County/Polk County,Iowa,Midwest,41.54994,-93.78135,710415.405
60521,SO - 0001996,2017-12-06,EMD Group,Product 14,Wholesale,12,1065.3,12783.599999999999,745.7099999999999,IN,Hamilton County,Indiana,Midwest,39.96392,-85.92802,4028698.4090000005
60522,SO - 0002393,2017-12-06,Realbridge Corp,Product 27,Distributor,7,2331.6,16321.199999999999,1841.964,MA,Middlesex County,Massachusetts,Northeast,42.30791,-71.4362,964940.2310000001
60523,SO - 0003437,2017-12-06,Blogspan Ltd,Product 1,Wholesale,8,1051.9,8415.2,715.2920000000001,ND,Grand Forks County,North Dakota,Midwest,47.92526,-97.03285,3016489.209
60524,SO - 0004209,2017-12-06,Nexus Group,Product 15,Wholesale,10,3899.4,38994.0,2924.55,CA,Los Angeles County,California,West,34.09529,-118.12701,3299478.315
60525,SO - 0007556,2017-12-06,Sanum-Kehl Group,Product 19,Distributor,5,5969.7,29848.5,4417.5779999999995,MS,Harrison County,Mississippi,South,30.36742,-89.09282,1645841.6
60526,SO - 0007643,2017-12-06,Aveda Group,Product 13,Wholesale,6,911.2,5467.200000000001,446.488,TX,Johnson County/Tarrant County/Ellis County,Texas,South,32.56919,-97.12053,3720639.645
60527,SO - 0009316,2017-12-06,Meejo Corp,Product 11,Wholesale,11,2867.6,31543.6,1319.096,FL,Hernando County,Florida,South,28.47689,-82.52546,1230458.484
60528,SO - 0010228,2017-12-06,Zoonoodle Ltd,Product 15,Distributor,12,1159.1000000000001,13909.2,707.051,CA,Los Angeles County,California,West,34.69804,-118.13674,3299478.315
60529,SO - 0010711,2017-12-06,Holston Company,Product 25,Distributor,12,1038.5,12462.0,591.9449999999999,IL,Lake County,Illinois,Midwest,42.28417,-87.94521,5342315.484
60530,SO - 0002484,2017-12-06,Skyble Corp,Product 6,Distributor,5,1340.0,6700.0,924.5999999999999,NY,Erie County,New York,Northeast,43.02033,-78.88032,1672229.416
60531,SO - 0006503,2017-12-06,Mydo Corp,Product 13,Wholesale,9,716.9,6452.099999999999,379.957,GA,DeKalb County,Georgia,South,33.85844,-84.3402,3720639.645
60532,SO - 0010038,2017-12-06,Nlounge Ltd,Product 24,Wholesale,12,5480.6,65767.20000000001,4110.450000000001,IL,Kane County,Illinois,Midwest,42.11043,-88.30135,756557.97
60533,SO - 0008549,2017-12-06,Devpoint Group,Product 15,Distributor,11,1333.3,14666.3,879.9780000000001,NY,Erie County,New York,Northeast,42.73911,-78.85713,3299478.315
60534,SO - 000620,2017-12-06,H Ltd,Product 15,Wholesale,11,2405.3,26458.300000000003,1635.6040000000003,IL,McLean County,Illinois,Midwest,40.5142,-88.99063,3299478.315
60535,SO - 0001383,2017-12-06,Devpoint Group,Product 29,Distributor,6,3966.4,23798.4,2736.816,NM,DoÃƒÂ±a Ana County,New Mexico,West,32.31232,-106.77834,594471.5700000001
60536,SO - 0002778,2017-12-06,Skidoo Company,Product 5,Distributor,5,207.70000000000002,1038.5,168.23700000000002,IN,Marion County,Indiana,Midwest,39.87571,-86.26625,3925424.5420000004
60537,SO - 0006233,2017-12-06,Centizu Company,Product 13,Distributor,8,1011.7,8093.6,728.424,CA,Monterey County,California,West,36.67774,-121.6555,3720639.645
60538,SO - 0006556,2017-12-06,BB17 Company,Product 13,Export,11,871.0,9581.0,418.08,DC,District of Columbia,District of Columbia,South,38.9041,-77.01723,3720639.645
60539,SO - 0010036,2017-12-06,Mydeo Ltd,Product 16,Wholesale,5,1005.0,5025.0,592.9499999999999,CA,Sacramento County,California,West,38.67796,-121.17606,2062061.144
60540,SO - 000369,2017-12-07,H Ltd,Product 20,Export,11,3758.7000000000003,41345.700000000004,1954.5240000000001,WA,Pierce County,Washington,West,47.14121,-122.27012,2067108.1199999999
60541,SO - 000611,2017-12-07,Arbor Company,Product 25,Wholesale,6,5634.7,33808.2,4226.025,FL,Manatee County,Florida,South,27.49893,-82.57482,5342315.484
60542,SO - 000652,2017-12-07,Buzzbean Group,Product 1,Wholesale,9,241.20000000000002,2170.8,161.604,MN,Hennepin County,Minnesota,Midwest,45.09413,-93.35634,3016489.209
60543,SO - 000946,2017-12-07,Realbuzz Ltd,Product 25,Distributor,7,1045.2,7316.400000000001,752.544,FL,Miami-Dade County,Florida,South,25.67927,-80.31727,5342315.484
60544,SO - 0001450,2017-12-07,American Corp,Product 11,Wholesale,9,750.4,6753.599999999999,405.216,TN,Sumner County,Tennessee,South,36.30477,-86.62,1230458.484
60545,SO - 0001837,2017-12-07,Topiczoom Corp,Product 20,Export,6,5460.5,32763.0,3003.275,FL,Miami-Dade County,Florida,South,25.89009,-80.18671,2067108.1199999999
60546,SO - 0002652,2017-12-07,Skyvu Group,Product 21,Wholesale,6,6411.900000000001,38471.4,4167.735000000001,OH,Lucas County,Ohio,Midwest,41.66394,-83.55521,959899.2180000001
60547,SO - 0003591,2017-12-07,NARS Group,Product 25,Wholesale,6,1688.4,10130.400000000001,911.7360000000001,CA,San Bernardino County,California,West,34.10834,-117.28977,5342315.484
60548,SO - 0003930,2017-12-07,Neutrogena Ltd,Product 18,Wholesale,7,1983.2,13882.4,1427.904,FL,Alachua County,Florida,South,29.65163,-82.32483,2309499.045
60549,SO - 0004122,2017-12-07,Blogspan Ltd,Product 11,Distributor,7,1802.3,12616.1,1063.357,CA,Kern County,California,West,35.76884,-119.24705,1230458.484
60550,SO - 0006684,2017-12-07,Accord Group,Product 3,Distributor,6,1125.6000000000001,6753.6,720.3840000000001,IN,Marion County.,Indiana,Midwest,39.778,-86.14584,2642352.432
60551,SO - 0007089,2017-12-07,Wise Company,Product 15,Export,11,2358.4,25942.4,1698.048,IL,Cook County,Illinois,Midwest,41.51529,-87.73338,3299478.315
60552,SO - 0010461,2017-12-07,Nexus Group,Product 25,Wholesale,9,817.4,7356.599999999999,678.4419999999999,MI,Wayne County,Michigan,Midwest,42.36837,-83.35271,5342315.484
60553,SO - 000141,2017-12-07,Cogilith Group,Product 14,Wholesale,9,2405.3,21647.7,1587.4980000000003,AZ,Maricopa County,Arizona,West,33.44838,-112.07404,4028698.4090000005
60554,SO - 000179,2017-12-07,Rooxo Company,Product 25,Distributor,8,261.3,2090.4,143.71500000000003,FL,Broward County,Florida,South,25.98731,-80.23227,5342315.484
60555,SO - 0009875,2017-12-07,Realcube Company,Product 5,Wholesale,11,5165.7,56822.7,2996.1059999999998,CA,Napa County,California,West,38.29714,-122.28553,3925424.5420000004
60556,SO - 0009716,2017-12-07,Camido Company,Product 26,Export,12,1822.4,21868.800000000003,1093.44,FL,Broward County,Florida,South,26.00315,-80.22394,5685138.2700000005
60557,SO - 0009464,2017-12-07,Rochester Group,Product 13,Wholesale,8,3162.4,25299.2,1612.824,NY,Rockland County,New York,Northeast,41.05369,-73.94809,3720639.645
60558,SO - 0010552,2017-12-07,Quaxo Ltd,Product 30,Wholesale,6,1011.7,6070.200000000001,829.5939999999999,MN,Hennepin County,Minnesota,Midwest,44.97997,-93.26384,1011609.684
60559,SO - 0002598,2017-12-07,Avavee Group,Product 1,Export,8,4006.6,32052.8,1762.904,WA,King County,Washington,West,47.47038,-122.34679,3016489.209
60560,SO - 0003066,2017-12-07,Cantrell Company,Product 9,Wholesale,12,180.9,2170.8,117.58500000000001,PA,Lancaster County,Pennsylvania,Northeast,40.03788,-76.30551,710415.405
60561,SO - 0003745,2017-12-07,Dynazzy Company,Product 14,Wholesale,10,971.5,9715.0,417.745,MA,Middlesex County,Massachusetts,Northeast,42.41843,-71.10616,4028698.4090000005
60562,SO - 0004198,2017-12-07,Wise Company,Product 26,Distributor,6,1065.3,6391.799999999999,585.9150000000001,MI,Macomb County,Michigan,Midwest,42.58031,-83.0302,5685138.2700000005
60563,SO - 0005486,2017-12-07,SEINDNI Corp,Product 6,Wholesale,6,2606.3,15637.800000000001,1485.591,CA,Santa Barbara County,California,West,34.95303,-120.43572,1672229.416
60564,SO - 0006617,2017-12-07,Skinder Group,Product 4,Distributor,12,4013.3,48159.600000000006,2568.512,TX,Kaufman County/Dallas County,Texas,South,32.76288,-96.58877,2885560.824
60565,SO - 0001005,2017-12-07,Browsebug Company,Product 6,Wholesale,12,3832.4,45988.8,2682.68,FL,Broward County,Florida,South,25.98731,-80.23227,1672229.416
60566,SO - 0004075,2017-12-07,Vitz Company,Product 7,Wholesale,12,3899.4,46792.8,2612.5980000000004,MI,Oakland County,Michigan,Midwest,42.63892,-83.29105,889737.555
60567,SO - 0006580,2017-12-07,Eire Corp,Product 17,Distributor,8,2881.0,23048.0,2189.56,MI,Wayne County,Michigan,Midwest,42.36837,-83.35271,2119616.824
60568,SO - 0009376,2017-12-07,Zoonder Group,Product 25,Wholesale,9,3912.8,35215.200000000004,2738.96,NY,Suffolk County,New York,Northeast,40.84989,-72.46349,5342315.484
60569,SO - 000591,2017-12-07,Holston Company,Product 27,Wholesale,6,3912.8,23476.800000000003,2034.6560000000002,NJ,Cumberland County,New Jersey,Northeast,39.48623,-75.02573,964940.2310000001
60570,SO - 0003353,2017-12-07,Skyvu Group,Product 1,Wholesale,8,2217.7000000000003,17741.600000000002,1131.0270000000003,NJ,Middlesex County,New Jersey,Northeast,40.50399,-74.34941,3016489.209
60571,SO - 0009858,2017-12-07,Zava Group,Product 4,Export,8,1132.3,9058.4,917.163,NY,Rockland County,New York,Northeast,41.05369,-73.94809,2885560.824
60572,SO - 0010756,2017-12-07,Topco Company,Product 17,Wholesale,7,3463.9,24247.3,2909.676,CT,New Haven County,Connecticut,Northeast,41.53815,-72.80704,2119616.824
60573,SO - 0010439,2017-12-07,Twimbo Company,Product 3,Distributor,5,1038.5,5192.5,446.555,MA,Essex County,Massachusetts,Northeast,42.7762,-71.07728,2642352.432
60574,SO - 000229,2017-12-07,Thoughtmix Ltd,Product 17,Export,11,844.2,9286.2,565.614,IN,St. Joseph County,Indiana,Midwest,41.66997,-86.27628,2119616.824
60575,SO - 0002428,2017-12-07,Alembic Ltd,Product 15,Wholesale,7,938.0,6566.0,515.9000000000001,MA,Norfolk County,Massachusetts,Northeast,42.20668,-70.94585000000001,3299478.315
60576,SO - 0002665,2017-12-07,True Ltd,Product 2,Distributor,5,2954.7000000000003,14773.500000000002,1300.0680000000002,FL,Lee County,Florida,South,26.33981,-81.7787,3050087.565
60577,SO - 0003688,2017-12-07,True Ltd,Product 6,Distributor,11,1842.5,20267.5,773.85,IL,Cook County,Illinois,Midwest,42.0299,-87.97733,1672229.416
60578,SO - 0005996,2017-12-07,Bath Group,Product 25,Distributor,12,2479.0,29748.0,1512.19,FL,Palm Beach County,Florida,South,26.65868,-80.24144,5342315.484
60579,SO - 0006612,2017-12-07,Centizu Company,Product 18,Wholesale,5,3946.3,19731.5,1933.6870000000001,WA,Franklin County,Washington,West,46.23958,-119.10057,2309499.045
60580,SO - 0008303,2017-12-07,Camido Company,Product 11,Wholesale,12,1762.1000000000001,21145.2,1180.6070000000002,KS,Wyandotte County,Kansas,Midwest,39.11417,-94.62746,1230458.484
60581,SO - 0010184,2017-12-07,Skiptube Ltd,Product 25,Wholesale,9,254.6,2291.4,152.76,ME,Cumberland County,Maine,Northeast,43.66147,-70.25533,5342315.484
60582,SO - 0009988,2017-12-07,Snaptags Ltd,Product 9,Wholesale,12,2405.3,28863.600000000002,1395.074,IL,Lake County,Illinois,Midwest,42.36363,-87.84479,710415.405
60583,SO - 0001925,2017-12-08,Buzzbean Group,Product 2,Wholesale,11,757.1,8328.1,446.68899999999996,AZ,Pinal County,Arizona,West,33.1911,-111.528,3050087.565
60584,SO - 0007923,2017-12-08,Fatz Group,Product 1,Wholesale,8,1078.7,8629.6,679.581,IA,Johnson County,Iowa,Midwest,41.66113,-91.53017,3016489.209
60585,SO - 0009536,2017-12-08,Browsetype Corp,Product 3,Export,8,1849.2,14793.6,1442.376,CA,Orange County,California,West,33.61891,-117.92895,2642352.432
60586,SO - 0009419,2017-12-08,Fatz Group,Product 8,Export,6,3953.0,23718.0,1620.7299999999998,NC,Buncombe County,North Carolina,South,35.60095,-82.55402,1085037.3290000001
60587,SO - 0010591,2017-12-08,Zava Group,Product 15,Distributor,8,1045.2,8361.6,637.572,CA,Contra Costa County,California,West,38.02798,-121.88468,3299478.315
60588,SO - 0001040,2017-12-08,Liberty Group,Product 4,Export,5,5728.5,28642.5,3322.5299999999997,CA,San Joaquin County,California,West,37.9577,-121.29078,2885560.824
60589,SO - 0002991,2017-12-08,Cogidoo Company,Product 13,Wholesale,5,1078.7,5393.5,647.22,IA,Warren County/Polk County,Iowa,Midwest,41.57259,-93.61024,3720639.645
60590,SO - 0005197,2017-12-08,Vinte Group,Product 21,Export,10,174.20000000000002,1742.0000000000002,102.778,CA,Los Angeles County,California,West,34.14251,-118.25508,959899.2180000001
60591,SO - 0005633,2017-12-08,GOOD Ltd,Product 6,Export,5,3443.8,17219.0,2307.3460000000005,MN,Dakota County,Minnesota,Midwest,44.73191,-93.21772,1672229.416
60592,SO - 0007657,2017-12-08,Organon Corp,Product 2,Export,7,1916.2,13413.4,1341.34,NJ,Hudson County,New Jersey,Northeast,40.79416,-74.02495,3050087.565
60593,SO - 0001599,2017-12-08,Feednation Corp,Product 19,Export,7,1065.3,7457.099999999999,862.893,IL,Cook County,Illinois,Midwest,41.71087,-87.75811,1645841.6
60594,SO - 0004545,2017-12-08,Linklinks Ltd,Product 20,Wholesale,12,891.1,10693.2,695.058,IL,Cook County,Illinois,Midwest,42.02803,-88.20364,2067108.1199999999
60595,SO - 0008032,2017-12-08,Browsebug Company,Product 4,Distributor,8,2311.5,18492.0,1964.7749999999999,FL,St. Lucie County,Florida,South,27.29393,-80.35033,2885560.824
60596,SO - 0008164,2017-12-08,Linklinks Ltd,Product 11,Export,5,3953.0,19765.0,2688.0400000000004,NJ,Middlesex County,New Jersey,Northeast,40.48622,-74.45182,1230458.484
60597,SO - 0009627,2017-12-08,Vimbo Company,Product 22,Export,9,1031.8,9286.199999999999,753.2139999999999,CA,San Diego County,California,West,33.20004,-117.24254,663601.902
60598,SO - 0001762,2017-12-08,EMD Group,Product 5,Distributor,7,1319.9,9239.300000000001,963.527,CA,Los Angeles County,California,West,34.13973,-118.03534,3925424.5420000004
60599,SO - 0004255,2017-12-08,Rochester Group,Product 14,Distributor,8,5038.400000000001,40307.200000000004,3627.648,TX,Rockwall County/Collin County/Dallas County,Texas,South,32.90983,-96.63033,4028698.4090000005
60600,SO - 0004657,2017-12-08,Twinte Group,Product 26,Export,7,1782.2,12475.4,962.388,CA,San Bernardino County,California,West,34.50083,-117.18588,5685138.2700000005
60601,SO - 0006305,2017-12-08,Topiczoom Corp,Product 15,Wholesale,8,2934.6,23476.8,1643.3760000000002,IL,Sangamon County,Illinois,Midwest,39.80172,-89.64371,3299478.315
60602,SO - 0007675,2017-12-08,BB17 Company,Product 6,Wholesale,10,1132.3,11323.0,600.119,NY,Erie County,New York,Northeast,42.88645,-78.87837,1672229.416
60603,SO - 000481,2017-12-08,Buzzshare Company,Product 18,Wholesale,7,958.1,6706.7,536.5360000000001,NY,New York County,New York,Northeast,40.72833,-73.99417,2309499.045
60604,SO - 000733,2017-12-08,Voonyx Group,Product 4,Export,7,1072.0,7504.0,836.1600000000001,PA,Lehigh County,Pennsylvania,Northeast,40.60843,-75.49018,2885560.824
60605,SO - 0001788,2017-12-08,Snaptags Ltd,Product 14,Distributor,8,1869.3,14954.4,766.4129999999999,CA,Solano County,California,West,38.35658,-121.98774,4028698.4090000005
60606,SO - 0002551,2017-12-08,Gigabox Group,Product 26,Export,11,3859.2000000000003,42451.200000000004,1929.6000000000001,IL,DuPage County,Illinois,Midwest,41.86614,-88.10701,5685138.2700000005
60607,SO - 0004324,2017-12-08,Zooxo Ltd,Product 29,Wholesale,11,1105.5,12160.5,442.20000000000005,TX,Jefferson County,Texas,South,30.08605,-94.10185,594471.5700000001
60608,SO - 0006358,2017-12-08,Twinte Group,Product 21,Wholesale,6,1996.6000000000001,11979.6,1098.13,PA,Bucks County,Pennsylvania,Northeast,40.15511,-74.82877,959899.2180000001
60609,SO - 0006861,2017-12-08,BB17 Company,Product 7,Wholesale,5,3678.3,18391.5,2427.6780000000003,IL,DuPage County,Illinois,Midwest,41.7543,-87.97753,889737.555
60610,SO - 0007811,2017-12-08,Viva Ltd,Product 1,Wholesale,10,2418.7000000000003,24187.000000000004,1330.2850000000003,IL,Lake County,Illinois,Midwest,42.19779,-87.94553,3016489.209
60611,SO - 0010409,2017-12-08,Fred's Company,Product 14,Wholesale,9,2318.2000000000003,20863.800000000003,1089.554,FL,Hillsborough County,Florida,South,28.01057,-82.57732,4028698.4090000005
60612,SO - 0009955,2017-12-08,Arbor Company,Product 3,Wholesale,11,2720.2000000000003,29922.200000000004,2176.1600000000003,CT,Hartford County,Connecticut,Northeast,41.7607,-72.60765,2642352.432
60613,SO - 0008671,2017-12-08,sanofi-ave Group,Product 11,Wholesale,5,3953.0,19765.0,2095.09,OK,Rogers County/Wagoner County/Osage County/Tulsa County,Oklahoma,South,36.12795,-95.90232,1230458.484
60614,SO - 0008107,2017-12-08,Mita Corp,Product 12,Distributor,6,2579.5,15477.0,1031.8,MA,Middlesex County,Massachusetts,Northeast,42.3751,-71.10561,1356976.996
60615,SO - 0006164,2017-12-08,SAFEWAY Ltd,Product 12,Distributor,10,3979.8,39798.0,3303.234,LA,Orleans Parish,Louisiana,South,29.95465,-90.07507,1356976.996
60616,SO - 0009161,2017-12-08,Unit Ltd,Product 20,Wholesale,7,1078.7,7550.900000000001,539.35,MN,Hennepin County,Minnesota,Midwest,45.07246,-93.45579,2067108.1199999999
60617,SO - 0002748,2017-12-09,NARS Group,Product 13,Wholesale,6,174.20000000000002,1045.2,146.328,CA,San Bernardino County,California,West,34.09223,-117.43505,3720639.645
60618,SO - 0004426,2017-12-09,Zoonoodle Ltd,Product 26,Wholesale,10,234.5,2345.0,159.46,NJ,Ocean County,New Jersey,Northeast,39.99426,-74.16615,5685138.2700000005
60619,SO - 0004624,2017-12-09,Nexus Group,Product 17,Wholesale,8,1721.9,13775.2,688.7600000000001,CT,New Haven County,Connecticut,Northeast,41.53815,-72.80704,2119616.824
60620,SO - 0007210,2017-12-09,BTA Corp,Product 8,Wholesale,6,2666.6,15999.599999999999,1546.628,CA,Riverside County,California,West,33.77974,-116.46529,1085037.3290000001
60621,SO - 0008072,2017-12-09,Devpoint Group,Product 29,Wholesale,8,1721.9,13775.2,1033.14,CT,Hartford County,Connecticut,Northeast,41.76204,-72.74204,594471.5700000001
60622,SO - 0008580,2017-12-09,CARDINAL Group,Product 16,Wholesale,10,1132.3,11323.0,905.84,WA,King County/Pierce County,Washington,West,47.30377,-122.21,2062061.144
60623,SO - 000403,2017-12-09,Twimbo Company,Product 25,Distributor,12,1085.4,13024.800000000001,792.3420000000001,FL,Broward County,Florida,South,26.00315,-80.22394,5342315.484
60624,SO - 0004100,2017-12-09,Accord Group,Product 20,Wholesale,6,1018.4,6110.4,478.64799999999997,MS,Harrison County,Mississippi,South,30.36742,-89.09282,2067108.1199999999
60625,SO - 0005511,2017-12-09,CARDINAL Group,Product 18,Wholesale,12,2331.6,27979.199999999997,1445.5919999999999,GA,Fulton County/Cobb County,Georgia,South,34.03945,-84.35095,2309499.045
60626,SO - 0005623,2017-12-09,Blogtags Ltd,Product 24,Wholesale,12,201.0,2412.0,166.82999999999998,IA,Story County,Iowa,Midwest,42.03471,-93.61994,756557.97
60627,SO - 0007720,2017-12-09,Quimm Company,Product 1,Distributor,11,214.4,2358.4,115.77600000000001,FL,Broward County,Florida,South,26.00315,-80.22394,3016489.209
60628,SO - 0010300,2017-12-09,Natures Group,Product 24,Wholesale,10,3651.5,36515.0,2446.505,CA,Contra Costa County,California,West,37.90631,-122.06496,756557.97
60629,SO - 000978,2017-12-09,Organon Corp,Product 24,Wholesale,8,180.9,1447.2,135.675,CA,Tulare County,California,West,36.33023,-119.29206,756557.97
60630,SO - 0001872,2017-12-09,Voonyx Group,Product 25,Export,5,2237.8,11189.0,1029.3880000000001,IL,Will County,Illinois,Midwest,41.50829,-88.08257,5342315.484
60631,SO - 0003662,2017-12-09,Topco Company,Product 2,Distributor,8,1742.0,13936.0,1027.78,MN,Hennepin County,Minnesota,Midwest,44.8408,-93.29828,3050087.565
60632,SO - 0003970,2017-12-09,Viva Ltd,Product 25,Wholesale,7,1005.0,7035.0,613.05,CO,Adams County/Weld County,Colorado,West,39.91942,-104.94281,5342315.484
60633,SO - 0005237,2017-12-09,Brightdog Corp,Product 3,Wholesale,7,261.3,1829.1000000000001,107.133,NJ,Essex County,New Jersey,Northeast,40.76732,-74.20487,2642352.432
60634,SO - 0005392,2017-12-09,Jaxbean Group,Product 26,Wholesale,5,1085.4,5427.0,835.758,MI,Wayne County,Michigan,Midwest,42.33143,-83.04575,5685138.2700000005
60635,SO - 0009554,2017-12-09,sanofi-ave Group,Product 6,Distributor,11,1065.3,11718.3,511.34399999999994,MI,Oakland County,Michigan,Midwest,42.48948,-83.14465,1672229.416
60636,SO - 000867,2017-12-09,Yodoo Ltd,Product 3,Distributor,12,1098.8,13185.599999999999,670.2679999999999,CA,San Diego County,California,West,32.79477,-116.96253,2642352.432
60637,SO - 0005924,2017-12-09,Unit Ltd,Product 19,Wholesale,5,5179.1,25895.5,2434.177,CA,Sacramento County,California,West,38.60336,-121.38005,1645841.6
60638,SO - 0007353,2017-12-09,EMD Group,Product 14,Export,11,5092.0,56012.0,4226.36,CA,Contra Costa County,California,West,38.02798,-121.88468,4028698.4090000005
60639,SO - 0007509,2017-12-09,Mydeo Ltd,Product 25,Distributor,6,3557.7000000000003,21346.2,1814.4270000000001,CT,Hartford County,Connecticut,Northeast,41.67176,-72.94927,5342315.484
